floor,exterior,hasLift,hasParkingSpace,Price_Category,size,rooms,bathrooms,latitude,longitude,Primary,Tertiary,Upper_Secondary_or_Post_Secondary,Distribucio_P80_20,American_population,Asian_population,European_population,Oceanian_population,price,propertyType_duplex,propertyType_flat,propertyType_occupied flat,propertyType_penthouse,propertyType_studio,district_Eixample,district_Gràcia,district_Horta Guinardó,district_Les Corts,district_Nou Barris,district_Sant Andreu,district_Sant Martí,district_Sants-Montjuïc,district_Sarrià-Sant Gervasi,status_newdevelopment,status_renew
5,True,True,False,0,0.014084507042253521,0.5,0.0,1.5431148665758758,0.8771122109989782,0.300287983087117,-0.7959999575479708,0.15318364665646395,-1.0210750950725493,0.025150905432595575,-0.10989010989010989,1.342940552016985,0.0,-0.10555555555555556,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6,True,True,False,0,-0.08450704225352113,0.5,-1.0,-0.37144057442488115,-0.0823659455570381,-0.4467309923427953,0.6565705128205132,0.4407134495744158,0.5527224208000782,0.8335010060362174,0.6648351648351648,0.4255307855626327,1.0,-0.12037037037037036,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5,True,True,False,0,0.028169014084507043,0.5,0.0,-0.6396839490594955,-0.15000157055610328,0.029560194137210973,0.025829539183223067,0.16575555644932055,0.21074687035858197,0.1443661971830986,1.6736263736263737,0.214171974522293,0.0,-0.16666666666666666,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,False,True,False,0,-0.5352112676056338,-1.5,-1.0,-0.9045628157669391,-0.9061360879391701,0.23999071853971676,-0.3987064207962242,-0.025615004415007532,-0.08259070655633396,1.2374245472837022,1.3945054945054944,0.4145435244161359,0.0,-0.35185185185185186,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2,True,False,False,2,1.676056338028169,0.5,0.0,0.15069289784287096,-0.9895400962975135,-0.7982478431151957,0.33075456552277743,-0.5592865504255842,0.6540564782130659,-1.1111670020120725,-0.9010989010989011,-0.6816348195329087,0.0,3.935185185185185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6,True,True,False,0,-0.014084507042253521,0.0,-1.0,0.6318945811977617,1.3112288778900152,0.6002918503622346,-0.49237375827814595,0.7186188239428132,-0.6507001909611713,-0.6881287726358148,-0.5648351648351648,-0.4867303609341826,0.0,-0.24074074074074073,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5,True,False,False,1,0.7605633802816901,0.0,0.0,0.4839002608686855,0.6568843457437148,0.1245100162425556,-0.3787472406181015,0.42509300203848877,-0.2205919796308083,0.35261569416498995,0.36043956043956044,0.25743099787685775,0.0,0.4351851851851852,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5,True,False,False,1,0.5915492957746479,0.0,0.0,0.1980088130293945,-0.2426583980626688,-0.3670259150402625,0.08265843451066991,-1.0069610114211303,0.03640639366291731,0.7092555331991952,0.36923076923076925,0.8369426751592357,2.8,0.45185185185185184,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,True,False,False,0,0.08450704225352113,1.0,0.0,-0.90088643960253,-0.48587621325458485,0.3840273803078352,-0.3244964128035319,0.03360012192824478,0.28150859325270505,-0.6483903420523138,-0.13516483516483516,-0.7940021231422505,0.0,-0.17592592592592593,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,True,False,False,0,-0.7887323943661971,-1.0,-1.0,0.2619344636417286,-0.5668959678589347,-0.6848894977020245,0.4927101487161614,0.15657752409235928,0.03667627056182717,-0.5035211267605634,-0.5043956043956044,-0.04198513800424628,0.0,-0.5666666666666667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6,True,True,False,0,-0.22535211267605634,0.0,-1.0,-0.7570674846179656,-0.2297888125548684,0.029560194137210973,0.025829539183223067,0.16575555644932055,0.21074687035858197,0.1443661971830986,1.6736263736263737,0.214171974522293,0.0,-0.027777777777777776,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,True,True,False,0,-0.323943661971831,0.0,0.0,0.2418281349178503,-0.012507609718291355,-0.3670259150402625,0.08265843451066991,-1.0069610114211303,0.03640639366291731,0.7092555331991952,0.36923076923076925,0.8369426751592357,2.8,-0.06481481481481481,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,True,False,False,0,-0.5915492957746479,-0.5,-1.0,0.7652677847449149,1.6318227575076265,2.409474050583959,-1.1442127271183562,0.7518231024387776,-0.4767541497331447,0.0925553319919517,3.6054945054945056,-0.47956475583864117,0.0,-0.687037037037037,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
5,True,False,False,1,1.4647887323943662,2.0,0.0,-0.36527292139835066,0.45676259025089366,0.2858952741898058,0.339931439972831,-0.042192252899500036,0.744418058071781,-0.08501006036217304,0.36043956043956044,-0.5767515923566879,3.6,0.5092592592592593,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,True,False,False,0,-0.22535211267605634,-0.5,-1.0,1.2340167528281116,0.5413811620021219,0.9988016603501173,-1.1341542494481236,0.5173880636858699,-0.6353172077233195,0.8958752515090543,0.5714285714285714,-0.3201167728237792,0.0,-0.6777777777777778,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1,True,True,False,0,-0.676056338028169,-0.5,-1.0,-0.8858984190119227,-0.9046403202139388,0.5448588927991338,-0.6514262555187638,0.07817325664837081,-0.2584341183959264,-0.056841046277665994,-0.004395604395604396,-0.4148089171974522,0.0,-0.45796296296296296,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
12,True,True,True,0,0.15492957746478872,0.5,0.0,-1.0844740984261947,-0.6397637883608306,1.5272416773964597,-1.087555187637969,0.7771296880955484,-0.7565713108922759,-0.2655935613682093,0.5769230769230769,-0.10918259023354565,0.0,-0.08333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
6,True,True,False,0,-0.19718309859154928,0.0,0.0,0.24259863291626985,0.29124392531333665,-0.10975028777076619,-0.046060982339955564,0.1958849715594153,0.05239263114539249,1.3651911468812876,1.19010989010989,0.8197452229299363,0.0,-0.012962962962962963,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,True,True,False,0,-0.3380281690140845,0.5,0.0,0.26489904641703466,0.42944688005289905,-0.10975028777076619,-0.046060982339955564,0.1958849715594153,0.05239263114539249,1.3651911468812876,1.19010989010989,0.8197452229299363,0.0,-0.23148148148148148,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6,True,False,False,0,-0.4647887323943662,0.0,-1.0,0.8076635198551645,0.42984475426780777,0.0,-0.492737306843267,0.5054184827130733,-0.19844048376830115,0.3646881287726358,-0.33516483516483514,0.2552016985138004,0.0,-0.4166666666666667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,False,False,False,0,-0.4507042253521127,-0.5,0.0,-0.9639828876068675,-0.84855202205359,0.23999071853971676,-0.3987064207962242,-0.025615004415007532,-0.08259070655633396,1.2374245472837022,1.3945054945054944,0.4145435244161359,0.0,-0.5092592592592593,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1,True,True,False,0,-0.6901408450704225,-1.0,-1.0,0.5404878353042047,0.2984266019298392,-0.16117394189317358,-0.5373852678052746,-0.2503838388925031,-0.37137760058963565,-0.30784708249496984,-0.5164835164835165,-0.28832271762208067,0.0,-0.22899259259259258,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,True,True,True,3,3.5774647887323945,1.0,1.0,-0.14946377008353082,-0.7126286173272677,-0.7602381991971038,0.4906732891832231,0.0,0.8781698527750968,-0.15492957746478872,-0.1043956043956044,0.8394904458598726,0.0,5.083333333333333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
8,True,True,False,0,-0.22535211267605634,0.0,-1.0,-0.9937534626550834,-0.42487880542005585,0.449635702683889,-0.4773375906654051,-0.2814280482741495,-0.12987632990815706,-0.9673038229376257,-0.6494505494505495,-1.0318471337579618,0.0,-0.3425925925925926,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
8,True,True,False,0,0.08450704225352113,0.5,0.0,1.1511992250994967,0.5202489555801831,0.31419863953332183,-1.000493057976066,-0.273102555758163,-0.5171111260008706,-0.20724346076458752,-0.21428571428571427,-0.30376857749469216,0.0,-0.21296296296296297,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1,True,True,False,0,-0.28169014084507044,0.0,-1.0,0.7786377595387107,0.2921533520902709,0.0,-0.492737306843267,0.5054184827130733,-0.19844048376830115,0.3646881287726358,-0.33516483516483514,0.2552016985138004,0.0,-0.37037037037037035,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,True,False,False,0,0.7183098591549296,-0.5,-1.0,0.3058271662917649,-0.7233831872716121,-0.749943623722725,0.20413447387785144,-0.3876290342572739,0.6465980620977433,-0.6956740442655935,-0.6120879120879121,-0.22075371549893844,0.0,0.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,True,False,False,0,-0.6197183098591549,-0.5,-1.0,0.5779193618808673,1.7226158584285738,2.409474050583959,-1.1442127271183562,0.7518231024387776,-0.4767541497331447,0.0925553319919517,3.6054945054945056,-0.47956475583864117,0.0,-0.5981481481481481,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7,True,True,False,0,0.2676056338028169,1.0,-1.0,-0.5399191344009135,-0.26628853658571805,-0.34914562224456647,0.06312258554083905,-0.3656813269857258,0.0,1.1765593561368208,1.3395604395604395,1.1418789808917198,1.0,0.06481481481481481,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5,True,False,False,0,-0.49295774647887325,0.0,-1.0,0.6422742899495941,1.6934244555031523,2.409474050583959,-1.1442127271183562,0.7518231024387776,-0.4767541497331447,0.0925553319919517,3.6054945054945056,-0.47956475583864117,0.0,-0.7101851851851851,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
11,True,True,False,0,-0.15492957746478872,0.0,-1.0,0.34744506532733266,0.2893502833731966,-0.10975028777076619,-0.046060982339955564,0.1958849715594153,0.05239263114539249,1.3651911468812876,1.19010989010989,0.8197452229299363,0.0,0.046296296296296294,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,True,True,False,0,0.0,0.0,-1.0,-0.6147748494779763,-0.20627235237893596,-0.34914562224456647,0.06312258554083905,-0.3656813269857258,0.0,1.1765593561368208,1.3395604395604395,1.1418789808917198,1.0,-0.16666666666666666,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7,True,True,True,1,0.22535211267605634,0.5,0.0,0.6359708825137749,0.693028077055973,0.36720473354474437,-0.4768349889624724,1.492422879327025,-0.5619522107427903,-0.5663983903420523,-0.26373626373626374,-0.4657112526539278,0.0,0.3388888888888889,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8,True,True,False,1,0.323943661971831,0.0,0.0,-0.22007073905450142,-0.08283561662275953,-0.4467309923427953,0.6565705128205132,0.4407134495744158,0.5527224208000782,0.8335010060362174,0.6648351648351648,0.4255307855626327,1.0,0.7314814814814815,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,True,True,False,1,0.7464788732394366,0.0,0.0,-0.3166765119191721,-0.1521913745058307,-0.4467309923427953,0.6565705128205132,0.4407134495744158,0.5527224208000782,0.8335010060362174,0.6648351648351648,0.4255307855626327,1.0,0.6333333333333333,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,True,True,False,0,-0.5774647887323944,-0.5,-1.0,1.8030258557118617,0.37211709468060233,1.6196507850568491,-1.5171702538631346,-1.0173874756831478,-0.53071292170592,-0.158953722334004,-0.42967032967032964,-0.8073779193205944,0.0,-0.6481481481481481,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
15,True,True,True,2,0.7887323943661971,-0.5,1.0,0.017642569647349567,1.3850001420979277,0.10191159409080376,-0.03371619757174367,0.25224307750275726,-0.2907383831954173,-0.4024144869215292,-0.17142857142857143,0.1473460721868365,2.0,2.675925925925926,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,True,False,False,1,0.7746478873239436,0.0,0.0,-0.1849396993592255,-1.0673948063952934,-0.5973637752339702,0.3312543115342165,-0.5974616275303816,0.5030235518777848,-0.9094567404426559,-0.7274725274725274,-0.26130573248407646,0.0,0.6403703703703704,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3,True,True,False,0,0.5070422535211268,0.5,0.0,-0.7400504859645493,-0.19517076432233676,0.029560194137210973,0.025829539183223067,0.16575555644932055,0.21074687035858197,0.1443661971830986,1.6736263736263737,0.214171974522293,0.0,0.17592592592592593,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,False,True,False,0,-0.3380281690140845,0.0,-1.0,1.3362655062725528,0.6533124524158861,0.300287983087117,-0.7959999575479708,0.15318364665646395,-1.0210750950725493,0.025150905432595575,-0.10989010989010989,1.342940552016985,0.0,-0.32592592592592595,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6,True,True,False,0,0.07042253521126761,0.0,-1.0,-0.8974191986089902,-0.6317404902827344,0.3840273803078352,-0.3244964128035319,0.03360012192824478,0.28150859325270505,-0.6483903420523138,-0.13516483516483516,-0.7940021231422505,0.0,-0.22962962962962963,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7,True,True,False,0,-0.3380281690140845,0.0,-1.0,0.29295618067807166,0.4770242598567436,-0.10975028777076619,-0.046060982339955564,0.1958849715594153,0.05239263114539249,1.3651911468812876,1.19010989010989,0.8197452229299363,0.0,-0.23148148148148148,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,True,True,False,0,-0.5211267605633803,0.0,-1.0,1.3430862480786092,0.6376487727973748,0.300287983087117,-0.7959999575479708,0.15318364665646395,-1.0210750950725493,0.025150905432595575,-0.10989010989010989,1.342940552016985,0.0,-0.362962962962963,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8,True,True,False,1,0.49295774647887325,0.0,0.0,-0.04027686561413961,0.12709239207662654,-0.5548503364529352,0.5804483519829491,-0.5905855541162061,0.5985041374920428,0.5176056338028169,0.5648351648351648,0.5342887473460722,2.2,1.2444444444444445,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
10,True,True,False,1,1.971830985915493,0.5,0.0,0.36707808813776577,0.44475157541736027,-0.10975028777076619,-0.046060982339955564,0.1958849715594153,0.05239263114539249,1.3651911468812876,1.19010989010989,0.8197452229299363,0.0,0.7870370370370371,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,True,True,True,1,2.0,1.0,2.0,-0.18737594064990093,-0.9768589775230881,-0.5973637752339702,0.3312543115342165,-0.5974616275303816,0.5030235518777848,-0.9094567404426559,-0.7274725274725274,-0.26130573248407646,0.0,1.5462962962962963,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
4,True,False,False,0,-0.4084507042253521,-0.5,-1.0,0.059513632310839115,-0.08990162335669975,-0.3670259150402625,0.08265843451066991,-1.0069610114211303,0.03640639366291731,0.7092555331991952,0.36923076923076925,0.8369426751592357,2.8,-0.28888888888888886,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,True,False,False,1,0.4225352112676056,-0.5,0.0,0.20362977938063864,-0.7112644771618662,-0.749943623722725,0.20413447387785144,-0.3876290342572739,0.6465980620977433,-0.6956740442655935,-0.6120879120879121,-0.22075371549893844,0.0,0.5092592592592593,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5,True,False,False,0,-0.6338028169014085,-1.0,-1.0,1.5878367718339088,0.5580739298155888,0.8655195684120971,-1.4865618101545255,-1.269812175466598,-0.7245385105028646,-0.004024144869215292,0.0,-0.3003184713375796,0.0,-0.5092592592592593,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5,True,True,False,1,-0.04225352112676056,-0.5,0.0,-0.21362790817152283,-0.026059265308805698,-0.5548503364529352,0.5804483519829491,-0.5905855541162061,0.5985041374920428,0.5176056338028169,0.5648351648351648,0.5342887473460722,2.2,0.8703703703703703,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6,True,False,False,1,0.36619718309859156,-1.5,0.0,-0.26311222486827535,0.032718423221500544,-0.5548503364529352,0.5804483519829491,-0.5905855541162061,0.5985041374920428,0.5176056338028169,0.5648351648351648,0.5342887473460722,2.2,0.664074074074074,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,True,False,False,0,-0.39436619718309857,0.0,0.0,0.38798793620272276,0.6598848558005139,0.1245100162425556,-0.3787472406181015,0.42509300203848877,-0.2205919796308083,0.35261569416498995,0.36043956043956044,0.25743099787685775,0.0,-0.362962962962963,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
6,True,True,True,1,1.5352112676056338,1.0,1.0,0.18153483201313333,-0.5751167072767559,-0.6848894977020245,0.4927101487161614,0.15657752409235928,0.03667627056182717,-0.5035211267605634,-0.5043956043956044,-0.04198513800424628,0.0,0.6759259259259259,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
8,True,True,True,1,1.8309859154929577,1.0,1.0,-0.0031902286178958155,-0.45708866761497646,-0.7602381991971038,0.4906732891832231,0.0,0.8781698527750968,-0.15492957746478872,-0.1043956043956044,0.8394904458598726,0.0,0.9177888888888889,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
9,True,True,False,1,-0.07042253521126761,-0.5,0.0,-0.46332429526975377,-0.08203687665749652,-0.4467309923427953,0.6565705128205132,0.4407134495744158,0.5527224208000782,0.8335010060362174,0.6648351648351648,0.4255307855626327,1.0,0.4537037037037037,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,True,True,False,1,0.323943661971831,0.0,0.0,-0.2893935446946858,-0.13320709053731514,-0.4467309923427953,0.6565705128205132,0.4407134495744158,0.5527224208000782,0.8335010060362174,0.6648351648351648,0.4255307855626327,1.0,0.7314814814814815,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,True,True,False,1,0.14084507042253522,-0.5,-1.0,0.3349263073700598,1.6381767788043706,0.0684825917372906,0.35547343109429214,0.45855301535019755,-0.26173047194689525,-1.0945674044265594,-0.8527472527472527,-0.8377388535031847,0.0,0.5814814814814815,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9,True,True,False,2,1.0845070422535212,0.0,1.0,-0.11587739542348591,-0.2304619080312192,-0.4467309923427953,0.6565705128205132,0.4407134495744158,0.5527224208000782,0.8335010060362174,0.6648351648351648,0.4255307855626327,1.0,2.4722222222222223,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,True,False,False,1,0.014084507042253521,0.0,1.0,0.12222116227770521,-0.03577278091638601,-0.3670259150402625,0.08265843451066991,-1.0069610114211303,0.03640639366291731,0.7092555331991952,0.36923076923076925,0.8369426751592357,2.8,0.9166666666666666,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,True,False,False,0,-0.11267605633802817,-0.5,-1.0,0.2509346874530294,1.3178641035190926,0.10191159409080376,-0.03371619757174367,0.25224307750275726,-0.2907383831954173,-0.4024144869215292,-0.17142857142857143,0.1473460721868365,2.0,-0.2037037037037037,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
11,True,True,False,0,0.11267605633802817,0.5,0.0,-0.7835836228819028,-1.2582757088817145,0.5448588927991338,-0.6514262555187638,0.07817325664837081,-0.2584341183959264,-0.056841046277665994,-0.004395604395604396,-0.4148089171974522,0.0,-0.07407407407407407,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9,True,True,False,0,-0.30985915492957744,0.0,-1.0,-0.8050401576221461,-0.5543135697543718,0.3840273803078352,-0.3244964128035319,0.03360012192824478,0.28150859325270505,-0.6483903420523138,-0.13516483516483516,-0.7940021231422505,0.0,-0.25925925925925924,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
5,True,True,True,1,1.8028169014084507,1.0,2.0,-0.035958407784337454,-0.9020616166556659,-0.7982478431151957,0.33075456552277743,-0.5592865504255842,0.6540564782130659,-1.1111670020120725,-0.9010989010989011,-0.6816348195329087,0.0,1.0833333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6,True,True,False,0,-0.43661971830985913,-0.5,-1.0,-1.1547545230071417,-0.5661032109645628,0.449635702683889,-0.4773375906654051,-0.2814280482741495,-0.12987632990815706,-0.9673038229376257,-0.6494505494505495,-1.0318471337579618,0.0,-0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9,False,True,False,0,-0.014084507042253521,0.0,0.0,-0.4344966630100365,-0.4991376899064029,-0.34914562224456647,0.06312258554083905,-0.3656813269857258,0.0,1.1765593561368208,1.3395604395604395,1.1418789808917198,1.0,-0.1111111111111111,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,True,False,False,0,-0.2676056338028169,-0.5,0.0,0.1051711422816298,-0.015900010919094903,-0.3670259150402625,0.08265843451066991,-1.0069610114211303,0.03640639366291731,0.7092555331991952,0.36923076923076925,0.8369426751592357,2.8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,True,False,False,0,-0.8450704225352113,-1.0,-1.0,-0.6720705482647282,0.8841812092683773,0.3402884987237993,-0.6904864037728277,-1.2878120442243914,0.11705051790984247,-0.5744466800804829,-0.5,-0.8817409766454353,1.0,-0.5277777777777778,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,True,False,True,1,2.0422535211267605,0.5,0.0,0.15827313053321415,0.045949984518809946,-0.3670259150402625,0.08265843451066991,-1.0069610114211303,0.03640639366291731,0.7092555331991952,0.36923076923076925,0.8369426751592357,2.8,0.9148148148148149,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,True,True,False,0,-0.11267605633802817,-0.5,1.0,-0.23636860624281308,0.6218355164063335,0.2858952741898058,0.339931439972831,-0.042192252899500036,0.744418058071781,-0.08501006036217304,0.36043956043956044,-0.5767515923566879,3.6,0.037037037037037035,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5,False,False,False,0,-0.5352112676056338,0.0,-1.0,1.3198355537133442,0.20216497420549087,0.9876239461675306,-1.2290286975717442,0.35264992834598896,-0.4014958625079572,-0.23038229376257546,-0.23406593406593407,-0.8144904458598726,0.0,-0.5824074074074074,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1,True,False,False,0,-0.014084507042253521,-0.5,0.0,0.07064916290882721,-0.16447461906534733,-0.3670259150402625,0.08265843451066991,-1.0069610114211303,0.03640639366291731,0.7092555331991952,0.36923076923076925,0.8369426751592357,2.8,-0.2037037037037037,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,True,True,False,0,-0.352112676056338,-0.5,0.0,-0.36817879956434013,0.36054882709374053,2.6114704239392927,0.5790194996320825,3.625517060193372,0.9747683711719365,0.16398390342052313,6.0406593406593405,-0.8201698513800425,1.2,-0.028703703703703703,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
