floor,exterior,hasLift,hasParkingSpace,Price_Category,size,rooms,bathrooms,latitude,longitude,Primary,Tertiary,Upper_Secondary_or_Post_Secondary,Distribucio_P80_20,American_population,Asian_population,European_population,Oceanian_population,price,propertyType_duplex,propertyType_flat,propertyType_occupied flat,propertyType_penthouse,propertyType_studio,district_Eixample,district_Gràcia,district_Horta Guinardó,district_Les Corts,district_Nou Barris,district_Sant Andreu,district_Sant Martí,district_Sants-Montjuïc,district_Sarrià-Sant Gervasi,status_newdevelopment,status_renew
1,True,True,True,0,-0.38028169014084506,0.0,-1.0,0.975932944660067,-0.20312824862052467,0.937059148215077,-1.3274426801123822,-0.7094276357986402,-0.763974885712632,0.46579476861167,-0.16153846153846155,-0.037101910828025476,0.0,-0.5185185185185185,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,True,True,True,1,0.8169014084507042,0.5,0.0,1.0018987272108473,0.06423125765646613,-0.18041247251472314,-0.5688111005991799,-0.30287677475601515,-0.7100345548786031,-1.216297786720322,-1.1747252747252748,-1.003927813163482,0.0,0.37962962962962965,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4,True,True,False,0,-0.6338028169014085,-0.5,-1.0,-0.2698595859124906,-0.37996090063166016,-0.34914562224456647,0.06312258554083905,-0.3656813269857258,0.0,1.1765593561368208,1.3395604395604395,1.1418789808917198,1.0,-0.4185185185185185,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,True,False,False,0,-0.16901408450704225,0.0,-1.0,0.8172690615701855,1.425562371270486,0.8856359826009451,-1.3433203248186694,-0.8837797836398633,-1.052855324179322,-0.41851106639839036,0.3131868131868132,-0.13662420382165605,0.0,-0.5194444444444445,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6,True,True,False,1,0.6197183098591549,0.5,1.0,0.2299844799688903,-0.6713394450402457,-0.7602381991971038,0.4906732891832231,0.0,0.8781698527750968,-0.15492957746478872,-0.1043956043956044,0.8394904458598726,0.0,0.7296296296296296,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
11,True,True,True,1,1.7183098591549295,1.0,1.0,0.007618757590329335,-0.4456819429424399,-0.7602381991971038,0.4906732891832231,0.0,0.8781698527750968,-0.15492957746478872,-0.1043956043956044,0.8394904458598726,0.0,0.9452592592592592,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
9,True,True,False,0,-0.1267605633802817,0.0,-1.0,-0.9005562261746359,-0.4779576189172688,0.449635702683889,-0.4773375906654051,-0.2814280482741495,-0.12987632990815706,-0.9673038229376257,-0.6494505494505495,-1.0318471337579618,0.0,-0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
6,True,True,False,1,1.2535211267605635,1.5,1.0,-0.292534241298202,0.3948288318203674,-0.5548503364529352,0.5804483519829491,-0.5905855541162061,0.5985041374920428,0.5176056338028169,0.5648351648351648,0.5342887473460722,2.2,0.9166666666666666,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8,True,False,False,0,-0.22535211267605634,0.0,-1.0,1.7265961232947795,0.4984975013200196,1.6196507850568491,-1.5171702538631346,-1.0173874756831478,-0.53071292170592,-0.158953722334004,-0.42967032967032964,-0.8073779193205944,0.0,-0.487962962962963,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5,True,True,False,0,0.1267605633802817,0.0,0.0,-0.5030929991085932,-0.4230509772598374,-0.34914562224456647,0.06312258554083905,-0.3656813269857258,0.0,1.1765593561368208,1.3395604395604395,1.1418789808917198,1.0,-0.23333333333333334,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,True,True,False,0,-0.38028169014084506,-0.5,-1.0,-1.0661179008702852,-0.6157956063318766,0.44514966354706487,-0.6852213873323144,0.06608256828299242,-0.689749302257259,-0.6881287726358148,-0.4032967032967033,-0.5718683651804671,0.0,-0.29074074074074074,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5,True,True,False,1,0.056338028169014086,0.0,0.0,0.0435716618173397,-0.8863859708953457,-0.7982478431151957,0.33075456552277743,-0.5592865504255842,0.6540564782130659,-1.1111670020120725,-0.9010989010989011,-0.6816348195329087,0.0,0.42592592592592593,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
9,False,True,False,1,0.43661971830985913,-0.5,0.0,-0.6663541869231167,0.3494741628562044,1.9485602318891824,-0.2302250867234311,0.7007448852079253,0.0898805734897394,0.5885311871227364,11.489010989010989,0.0,0.0,0.8148148148148148,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,False,True,False,0,-0.15492957746478872,-0.5,-1.0,-0.41137805401592914,0.11067783706004729,-0.5548503364529352,0.5804483519829491,-0.5905855541162061,0.5985041374920428,0.5176056338028169,0.5648351648351648,0.5342887473460722,2.2,-0.26851851851851855,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,True,True,True,1,-0.08450704225352113,-0.5,0.0,-0.376015864920997,-0.00763140693407857,-0.4467309923427953,0.6565705128205132,0.4407134495744158,0.5527224208000782,0.8335010060362174,0.6648351648351648,0.4255307855626327,1.0,0.75,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,False,True,False,2,1.7464788732394365,0.0,1.0,-0.19616695590944985,-0.077250419936783,-0.5548503364529352,0.5804483519829491,-0.5905855541162061,0.5985041374920428,0.5176056338028169,0.5648351648351648,0.5342887473460722,2.2,3.6944444444444446,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,True,True,False,1,0.30985915492957744,0.0,0.0,-0.4984149755461083,-0.3963754556482394,-0.34914562224456647,0.06312258554083905,-0.3656813269857258,0.0,1.1765593561368208,1.3395604395604395,1.1418789808917198,1.0,0.33740740740740743,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,True,False,False,0,-0.5774647887323944,-0.5,-1.0,1.6015039387129397,0.6948828290352412,0.8655195684120971,-1.4865618101545255,-1.269812175466598,-0.7245385105028646,-0.004024144869215292,0.0,-0.3003184713375796,0.0,-0.5740740740740741,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9,True,True,False,0,0.323943661971831,0.5,0.0,1.5335203319749875,0.7997600788568738,0.300287983087117,-0.7959999575479708,0.15318364665646395,-1.0210750950725493,0.025150905432595575,-0.10989010989010989,1.342940552016985,0.0,-0.08518518518518518,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3,True,True,False,0,-0.6901408450704225,-0.5,-1.0,-0.6049821868203515,-0.04378112131722792,0.029560194137210973,0.025829539183223067,0.16575555644932055,0.21074687035858197,0.1443661971830986,1.6736263736263737,0.214171974522293,0.0,-0.1388888888888889,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
