propertyCode,floor,propertyType,size,exterior,rooms,bathrooms,district,latitude,longitude,status,hasLift,hasParkingSpace,Less_than_Primary,Lower_Secondary,Primary,Tertiary,Upper_Secondary_or_Post_Secondary,Distribucio_P80_20,African_population,American_population,Asian_population,European_population,Oceanian_population,Population_20_44,Population_45_69,Population_less_than_19,Population_greater_than_70,price,Price_Category
98398029,1,flat,125.0,True,3,2,Eixample,41.3991004,2.1752468,good,True,False,2.1914893617021276,84.46551724137932,42.60344827586207,378.7586206896552,157.1206896551724,3.2517241379310344,419.0,3793.0,1644.0,38164.0,11.0,17237,13602,6335,6857,620000.0,Medium
102779385,8,penthouse,237.0,True,4,2,Eixample,41.4086708,2.1781236,good,True,True,5.707692307692308,128.41176470588235,73.13235294117646,289.72058823529414,178.0735294117647,2.9558823529411766,424.0,5478.0,2213.0,43542.0,0.0,20063,16198,6742,8654,910000.0,Medium
97450438,1,flat,139.0,True,3,2,Eixample,41.3944808,2.165264,good,True,False,2.1914893617021276,84.46551724137932,42.60344827586207,378.7586206896552,157.1206896551724,3.2517241379310344,419.0,3793.0,1644.0,38164.0,11.0,17237,13602,6335,6857,950000.0,Medium
100743451,4,penthouse,232.0,True,6,4,Ciutat Vella,41.380646,2.1795227,good,True,False,8.833333333333334,332.1111111111111,259.77777777777777,378.55555555555554,269.44444444444446,3.4555555555555557,2024.0,3090.0,6627.0,12646.0,6.0,14457,6082,2386,1468,1240000.0,Medium
104576206,chalet,chalet,188.0,True,4,2,Sant Martí,41.4131088,2.1807534,good,False,False,7.2,150.0,89.2,242.44,184.18,2.8080000000000003,420.0,3465.0,1458.0,32948.0,0.0,13963,12261,5299,6768,299000.0,Low
104471061,bajo,duplex,134.0,True,3,2,Sarrià-Sant Gervasi,41.4073959,2.1457097,good,True,True,1.3214285714285714,87.07894736842105,33.68421052631579,366.2894736842105,177.02631578947367,2.9473684210526314,202.0,1763.0,671.0,27307.0,0.0,10140,9455,5485,4863,639000.0,Medium
103753359,1,flat,247.0,True,5,5,Sarrià-Sant Gervasi,41.3970505,2.1358008,renew,True,True,0.85,73.74193548387096,28.516129032258064,366.0,172.8548387096774,3.403225806451613,183.0,2456.0,1035.0,43914.0,0.0,14818,15428,9169,8173,1100000.0,Medium
104382268,1,flat,79.0,True,3,1,Sants-Montjuïc,41.3710127,2.1401274,good,True,False,10.461538461538462,158.34615384615384,111.1923076923077,198.8846153846154,174.6153846153846,2.553846153846154,187.0,1396.0,763.0,17324.0,0.0,6764,6567,3069,3270,227000.0,Low
104519776,8,flat,76.0,True,3,1,Sant Andreu,41.4257248,2.1894156,good,True,False,9.3,165.2,103.325,185.6,180.45,2.585,175.0,2698.0,1097.0,25878.0,0.0,9782,9955,4609,5502,338000.0,Low
104060728,1,flat,85.0,True,3,1,Sant Martí,41.3995395,2.2039917,renew,False,False,7.6923076923076925,148.125,87.65,291.475,179.575,2.77,264.0,1964.0,974.0,30874.0,10.0,11682,11885,6389,4130,320000.0,Low
103781120,3,penthouse,82.0,True,2,2,Horta Guinardó,41.4247483,2.1746947,newdevelopment,True,False,7.04,147.1,80.66,226.24,186.32,2.82,297.0,3489.0,825.0,32906.0,0.0,13004,12413,5934,6166,438000.0,Low
99337231,1,flat,51.0,True,2,1,Eixample,41.3890004,2.1580076,good,True,False,3.6444444444444444,103.46153846153847,50.01923076923077,389.5769230769231,184.59615384615384,3.226923076923077,395.0,4421.0,1735.0,36115.0,5.0,17480,12925,5499,6767,530000.0,Low
103163615,1,flat,75.0,True,3,2,Eixample,41.3798718,2.1514911,good,True,False,3.6933333333333334,105.7375,56.7125,305.2375,163.1125,2.9274999999999998,457.0,5103.0,2349.0,49611.0,5.0,21669,17730,7785,10341,295000.0,Low
95673537,2,flat,90.0,True,3,2,Sant Martí,41.395104,2.1933127,good,True,False,8.705882352941176,156.94444444444446,94.27777777777777,322.55555555555554,197.27777777777777,2.7666666666666666,231.0,1139.0,654.0,14305.0,0.0,6215,5087,2678,2349,349000.0,Low
103103032,bajo,flat,81.0,True,2,1,Sant Martí,41.4078209,2.2158496,good,True,False,10.153846153846153,150.71428571428572,85.35714285714286,346.7857142857143,185.07142857142858,2.7857142857142856,98.0,588.0,354.0,12315.0,0.0,4155,4696,2908,1596,769000.0,Medium
99972741,6,duplex,240.0,True,5,3,Sarrià-Sant Gervasi,41.3938607,2.1384446,renew,True,True,0.85,73.74193548387096,28.516129032258064,366.0,172.8548387096774,3.403225806451613,183.0,2456.0,1035.0,43914.0,0.0,14818,15428,9169,8173,1980000.0,High
104390459,1,flat,125.0,True,5,2,Eixample,41.3849692,2.1517481,renew,True,False,3.6444444444444444,103.46153846153847,50.01923076923077,389.5769230769231,184.59615384615384,3.226923076923077,395.0,4421.0,1735.0,36115.0,5.0,17480,12925,5499,6767,530000.0,Low
104312606,1,flat,120.0,True,3,2,Horta Guinardó,41.4261792,2.1593135,renew,False,False,12.904761904761905,154.78571428571428,106.14285714285714,157.76190476190476,168.3095238095238,2.5523809523809526,484.0,3271.0,1052.0,24550.0,0.0,9496,9734,4904,5223,490000.0,Low
99797868,2,duplex,80.0,True,3,2,Horta Guinardó,41.4282762,2.1628809,newdevelopment,True,False,12.904761904761905,154.78571428571428,106.14285714285714,157.76190476190476,168.3095238095238,2.5523809523809526,484.0,3271.0,1052.0,24550.0,0.0,9496,9734,4904,5223,450000.0,Low
98310614,4,penthouse,72.0,True,2,1,Ciutat Vella,41.3850337,2.1764777,good,False,False,6.0,138.07692307692307,100.26923076923077,344.5769230769231,171.73076923076923,3.3307692307692305,659.0,2595.0,1458.0,17232.0,18.0,11125,6032,2598,2207,349000.0,Low
103806722,2,flat,72.0,True,3,1,Eixample,41.3800767,2.1472814,good,True,False,3.6933333333333334,105.7375,56.7125,305.2375,163.1125,2.9274999999999998,457.0,5103.0,2349.0,49611.0,5.0,21669,17730,7785,10341,395000.0,Low
104365918,3,flat,80.0,True,3,2,Horta Guinardó,41.413616,2.1691258,good,False,False,9.236842105263158,127.6842105263158,69.60526315789474,219.89473684210526,166.18421052631578,2.7263157894736842,191.0,2152.0,660.0,22666.0,0.0,8783,8386,3634,4866,231100.0,Low
104446929,3,flat,60.0,True,3,1,Eixample,41.4102866,2.1748773,good,False,False,5.707692307692308,128.41176470588235,73.13235294117646,289.72058823529414,178.0735294117647,2.9558823529411766,424.0,5478.0,2213.0,43542.0,0.0,20063,16198,6742,8654,230000.0,Low
104678413,1,flat,59.0,True,2,1,Nou Barris,41.4415849,2.1808247,renew,True,False,19.15,190.275,140.025,85.0,139.025,2.535,288.0,2756.0,1130.0,22440.0,0.0,8339,8813,4339,5123,150000.0,Low
103378069,2,flat,60.0,True,3,1,Sants-Montjuïc,41.3683903,2.1430898,good,True,False,9.857142857142858,153.85714285714286,111.5,228.42857142857142,165.35714285714286,2.857142857142857,399.0,841.0,539.0,8658.0,0.0,3872,3297,1459,1809,250000.0,Low
103920130,bajo,flat,276.0,True,5,3,Sarrià-Sant Gervasi,41.4009984,2.1152449,good,True,False,3.36,80.6875,39.6875,343.34375,156.9375,3.2,185.0,956.0,468.0,23175.0,0.0,6954,7978,5659,4193,2049000.0,High
104475308,3,flat,80.0,True,2,1,Eixample,41.3922586,2.1542983,renew,True,False,3.6444444444444444,103.46153846153847,50.01923076923077,389.5769230769231,184.59615384615384,3.226923076923077,395.0,4421.0,1735.0,36115.0,5.0,17480,12925,5499,6767,497000.0,Low
103798171,4,flat,115.0,True,3,2,Sant Martí,41.4063658,2.195631,good,True,True,7.6923076923076925,148.125,87.65,291.475,179.575,2.77,264.0,1964.0,974.0,30874.0,10.0,11682,11885,6389,4130,669000.0,Medium
104262225,3,occupied flat,54.0,True,3,1,Sant Martí,41.415759,2.2154561,renew,False,False,22.03846153846154,301.84615384615387,245.92307692307693,133.65384615384616,192.8846153846154,2.6692307692307695,1431.0,2948.0,4411.0,19063.0,0.0,10935,8662,5287,2969,64000.0,Low
101400632,4,flat,185.0,True,4,3,Eixample,41.3885695,2.1667856,good,True,False,2.1914893617021276,84.46551724137932,42.60344827586207,378.7586206896552,157.1206896551724,3.2517241379310344,419.0,3793.0,1644.0,38164.0,11.0,17237,13602,6335,6857,1556123.0,High
104532400,1,flat,105.0,True,4,2,Eixample,41.3966388,2.1753195,renew,True,False,2.1914893617021276,84.46551724137932,42.60344827586207,378.7586206896552,157.1206896551724,3.2517241379310344,419.0,3793.0,1644.0,38164.0,11.0,17237,13602,6335,6857,440000.0,Low
103093852,5,flat,106.0,True,4,2,Horta Guinardó,41.4187943,2.156238,good,True,False,9.714285714285714,139.5,88.28571428571429,185.42857142857142,154.35714285714286,2.742857142857143,100.0,774.0,217.0,8259.0,0.0,3290,3036,1519,1505,333000.0,Low
104354181,4,duplex,119.0,True,3,2,Eixample,41.384601,2.1632561,good,True,False,3.6444444444444444,103.46153846153847,50.01923076923077,389.5769230769231,184.59615384615384,3.226923076923077,395.0,4421.0,1735.0,36115.0,5.0,17480,12925,5499,6767,825000.0,Medium
104416137,7,flat,90.0,True,4,1,Sant Martí,41.4063519,2.1970646,good,True,False,11.041666666666666,196.125,121.83333333333333,226.29166666666666,192.0,2.5749999999999997,276.0,1396.0,616.0,18928.0,0.0,7211,7376,3803,2826,380000.0,Low
104737394,entreplanta,flat,100.0,True,2,2,Sarrià-Sant Gervasi,41.3993771,2.1445066,renew,True,False,0.85,73.74193548387096,28.516129032258064,366.0,172.8548387096774,3.403225806451613,183.0,2456.0,1035.0,43914.0,0.0,14818,15428,9169,8173,395000.0,Low
104625885,3,duplex,261.0,True,4,3,Gràcia,41.3973351,2.1555858,good,True,False,4.82089552238806,92.93055555555556,55.486111111111114,308.0138888888889,146.02777777777777,2.947222222222222,436.0,4174.0,1466.0,43866.0,14.0,20812,14862,7154,7128,1075000.0,Medium
103952686,1,penthouse,88.0,True,3,1,Gràcia,41.4052122,2.1587323,good,True,False,4.82089552238806,92.93055555555556,55.486111111111114,308.0138888888889,146.02777777777777,2.947222222222222,436.0,4174.0,1466.0,43866.0,14.0,20812,14862,7154,7128,498000.0,Low
104560548,1,flat,80.0,True,4,1,Nou Barris,41.4304995,2.1696373,good,True,False,19.0,210.75,148.4,121.6,182.25,2.71,277.0,2306.0,917.0,12753.0,0.0,5688,5229,3067,2269,175000.0,Low
104085706,1,flat,97.0,True,2,1,Gràcia,41.4012623,2.1537776,good,False,False,4.82089552238806,92.93055555555556,55.486111111111114,308.0138888888889,146.02777777777777,2.947222222222222,436.0,4174.0,1466.0,43866.0,14.0,20812,14862,7154,7128,480000.0,Low
103662343,1,flat,112.0,True,4,2,Les Corts,41.3848226,2.1309265,good,True,False,3.9206349206349205,93.38571428571429,50.142857142857146,266.7857142857143,152.2,2.797142857142857,288.0,2764.0,1419.0,41441.0,0.0,14296,14814,7267,9535,415000.0,Low
101835380,4,penthouse,50.0,True,2,1,Ciutat Vella,41.3904773,2.1795945,renew,False,False,6.0,138.07692307692307,100.26923076923077,344.5769230769231,171.73076923076923,3.3307692307692305,659.0,2595.0,1458.0,17232.0,18.0,11125,6032,2598,2207,200000.0,Low
104545697,5,flat,75.0,False,2,1,Sant Andreu,41.4212974,2.187226,good,True,False,9.3,165.2,103.325,185.6,180.45,2.585,175.0,2698.0,1097.0,25878.0,0.0,9782,9955,4609,5502,255000.0,Low
103201301,2,flat,75.0,False,3,2,Eixample,41.3802015,2.1444311,good,True,False,3.6933333333333334,105.7375,56.7125,305.2375,163.1125,2.9274999999999998,457.0,5103.0,2349.0,49611.0,5.0,21669,17730,7785,10341,295000.0,Low
104683709,1,flat,60.0,True,2,1,Sant Martí,41.4068298,2.1882717,good,True,False,6.823529411764706,161.91176470588235,97.6470588235294,223.88235294117646,184.73529411764707,2.611764705882353,295.0,1801.0,758.0,23567.0,0.0,9018,9223,3993,4187,408000.0,Low
104399234,5,penthouse,61.0,True,2,1,Sants-Montjuïc,41.373076,2.1549349,good,True,False,8.787234042553191,172.0625,128.9375,228.70833333333334,169.08333333333334,2.9791666666666665,913.0,3638.0,3798.0,30350.0,7.0,16237,12211,5575,4683,355000.0,Low
103860955,3,flat,80.0,True,3,1,Sant Martí,41.4210041,2.2016392,good,False,False,12.0,177.36111111111111,122.52777777777777,148.63888888888889,166.61111111111111,2.388888888888889,108.0,1762.0,1238.0,22995.0,0.0,8038,8921,4071,5073,215000.0,Low
104625812,1,flat,57.0,False,2,1,Sarrià-Sant Gervasi,41.3931639,2.1285875,good,True,False,0.6363636363636364,66.22727272727273,25.90909090909091,343.27272727272725,157.95454545454547,3.2818181818181817,78.0,555.0,310.0,15256.0,0.0,4470,5178,3759,2792,315000.0,Low
103476686,8,penthouse,180.0,True,5,2,Eixample,41.3987024,2.1618647,good,True,False,2.1914893617021276,84.46551724137932,42.60344827586207,378.7586206896552,157.1206896551724,3.2517241379310344,419.0,3793.0,1644.0,38164.0,11.0,17237,13602,6335,6857,1580000.0,High
104331430,1,flat,150.0,True,2,4,Ciutat Vella,41.383184,2.1808825,renew,True,False,6.0,138.07692307692307,100.26923076923077,344.5769230769231,171.73076923076923,3.3307692307692305,659.0,2595.0,1458.0,17232.0,18.0,11125,6032,2598,2207,475000.0,Low
104388735,bajo,flat,69.0,True,3,1,Horta Guinardó,41.4245435,2.1546499,good,True,True,18.295454545454547,206.9090909090909,144.9318181818182,107.61363636363636,153.95454545454547,2.5136363636363637,391.0,3690.0,983.0,27399.0,0.0,10866,10718,5447,5432,175000.0,Low
104716271,3,flat,154.0,True,4,2,Horta Guinardó,41.4252512,2.1635871,renew,True,True,5.714285714285714,131.71428571428572,68.28571428571429,215.42857142857142,164.78571428571428,2.542857142857143,15.0,346.0,61.0,9184.0,0.0,2687,3396,1708,1815,660000.0,Medium
103691545,entresuelo,flat,51.0,True,2,1,Eixample,41.3905893,2.1487388,good,True,False,3.6933333333333334,105.7375,56.7125,305.2375,163.1125,2.9274999999999998,457.0,5103.0,2349.0,49611.0,5.0,21669,17730,7785,10341,229000.0,Low
104364427,2,flat,84.0,True,3,1,Sant Martí,41.4202191,2.2090932,good,False,False,15.952380952380953,188.6904761904762,141.4047619047619,105.35714285714286,149.3095238095238,2.357142857142857,341.0,1932.0,1415.0,25524.0,0.0,8723,9922,4655,5912,174500.0,Low
104286371,2,flat,140.0,True,4,3,Sarrià-Sant Gervasi,41.4042126,2.1389987,good,True,False,0.85,73.74193548387096,28.516129032258064,366.0,172.8548387096774,3.403225806451613,183.0,2456.0,1035.0,43914.0,0.0,14818,15428,9169,8173,849000.0,Medium
96478905,7,flat,218.0,True,5,3,Sarrià-Sant Gervasi,41.398152,2.1465419,renew,True,True,0.85,73.74193548387096,28.516129032258064,366.0,172.8548387096774,3.403225806451613,183.0,2456.0,1035.0,43914.0,0.0,14818,15428,9169,8173,965440.0,Medium
101829880,5,flat,87.0,True,3,1,Sants-Montjuïc,41.3733996,2.145463,renew,True,False,9.857142857142858,153.85714285714286,111.5,228.42857142857142,165.35714285714286,2.857142857142857,399.0,841.0,539.0,8658.0,0.0,3872,3297,1459,1809,275000.0,Low
104140515,2,flat,185.0,True,6,3,Eixample,41.3899713,2.1746382,renew,True,False,2.1914893617021276,84.46551724137932,42.60344827586207,378.7586206896552,157.1206896551724,3.2517241379310344,419.0,3793.0,1644.0,38164.0,11.0,17237,13602,6335,6857,950000.0,Medium
102603978,4,flat,80.0,True,3,1,Nou Barris,41.4450029,2.1781036,good,False,False,17.8,245.4,191.75,80.65,145.75,2.6399999999999997,397.0,2448.0,739.0,12887.0,0.0,5917,5112,3330,2112,191500.0,Low
104717316,1,flat,105.0,True,3,2,Eixample,41.3842325,2.1472984,good,True,False,3.6933333333333334,105.7375,56.7125,305.2375,163.1125,2.9274999999999998,457.0,5103.0,2349.0,49611.0,5.0,21669,17730,7785,10341,329000.0,Low
104060620,entresuelo,flat,69.0,True,2,1,Sants-Montjuïc,41.3688872,2.1408554,good,True,False,10.461538461538462,158.34615384615384,111.1923076923077,198.8846153846154,174.6153846153846,2.553846153846154,187.0,1396.0,763.0,17324.0,0.0,6764,6567,3069,3270,298000.0,Low
101508666,1,flat,100.0,True,3,2,Sarrià-Sant Gervasi,41.3991319,2.1318102,good,True,False,0.6363636363636364,66.22727272727273,25.90909090909091,343.27272727272725,157.95454545454547,3.2818181818181817,78.0,555.0,310.0,15256.0,0.0,4470,5178,3759,2792,685000.0,Medium
104458976,5,penthouse,127.0,False,2,2,Ciutat Vella,41.3797828,2.1731221,good,True,False,9.214285714285714,244.35714285714286,214.3095238095238,263.54761904761904,191.52380952380952,2.9761904761904763,1990.0,3934.0,11585.0,28098.0,0.0,21356,12814,7819,3618,895000.0,Medium
102526498,5,flat,85.0,False,2,1,Eixample,41.3867322,2.1651397,good,True,False,2.1914893617021276,84.46551724137932,42.60344827586207,378.7586206896552,157.1206896551724,3.2517241379310344,419.0,3793.0,1644.0,38164.0,11.0,17237,13602,6335,6857,310000.0,Low
102555293,5,flat,90.0,True,2,2,Eixample,41.387696,2.1611849,good,True,True,3.6444444444444444,103.46153846153847,50.01923076923077,389.5769230769231,184.59615384615384,3.226923076923077,395.0,4421.0,1735.0,36115.0,5.0,17480,12925,5499,6767,860000.0,Medium
103132423,1,flat,220.0,False,3,3,Eixample,41.3925978,2.1588577,good,True,False,2.1914893617021276,84.46551724137932,42.60344827586207,378.7586206896552,157.1206896551724,3.2517241379310344,419.0,3793.0,1644.0,38164.0,11.0,17237,13602,6335,6857,2450000.0,High
98101842,1,flat,118.0,True,3,2,Eixample,41.38436,2.1481901,good,True,False,3.6933333333333334,105.7375,56.7125,305.2375,163.1125,2.9274999999999998,457.0,5103.0,2349.0,49611.0,5.0,21669,17730,7785,10341,637200.0,Medium
103966470,bajo,flat,55.0,True,2,1,Nou Barris,41.4415935,2.1846683,good,False,False,19.15,190.275,140.025,85.0,139.025,2.535,288.0,2756.0,1130.0,22440.0,0.0,8339,8813,4339,5123,145000.0,Low
104583425,5,flat,119.0,True,4,2,Sant Andreu,41.4397406,2.1881741,good,True,False,7.753246753246753,158.64102564102564,101.25641025641026,183.14102564102564,176.93589743589743,2.3743589743589744,616.0,2814.0,1030.0,53399.0,0.0,17112,20596,10153,9998,409000.0,Low
104183975,entreplanta,penthouse,47.0,True,2,1,Eixample,41.3814555,2.1599765,good,True,False,7.130434782608695,137.58333333333334,82.6875,299.9375,177.27083333333334,3.0416666666666665,354.0,3051.0,2653.0,32133.0,0.0,14892,11925,5057,6317,380000.0,Low
103946158,bajo,duplex,89.0,True,0,1,Horta Guinardó,41.4378466,2.1625897,good,False,False,12.904761904761905,154.78571428571428,106.14285714285714,157.76190476190476,168.3095238095238,2.5523809523809526,484.0,3271.0,1052.0,24550.0,0.0,9496,9734,4904,5223,86000.0,Low
89122618,5,flat,329.0,True,5,4,Sarrià-Sant Gervasi,41.3995309,2.1296782,good,True,True,0.6363636363636364,66.22727272727273,25.90909090909091,343.27272727272725,157.95454545454547,3.2818181818181817,78.0,555.0,310.0,15256.0,0.0,4470,5178,3759,2792,1699000.0,High
103333518,8,flat,107.0,True,4,2,Sants-Montjuïc,41.36824,2.1395462,good,True,False,15.852941176470589,225.73529411764707,185.41176470588235,141.7058823529412,193.55882352941177,2.5176470588235293,470.0,2236.0,1655.0,26041.0,0.0,9541,10959,5219,4683,410000.0,Low
104450050,bajo,flat,53.0,True,1,1,Sarrià-Sant Gervasi,41.3962052,2.1446489,good,True,False,0.85,73.74193548387096,28.516129032258064,366.0,172.8548387096774,3.403225806451613,183.0,2456.0,1035.0,43914.0,0.0,14818,15428,9169,8173,470000.0,Low
102243933,1,flat,246.0,True,5,3,Sarrià-Sant Gervasi,41.4003081,2.1404938,good,True,True,0.85,73.74193548387096,28.516129032258064,366.0,172.8548387096774,3.403225806451613,183.0,2456.0,1035.0,43914.0,0.0,14818,15428,9169,8173,1550000.0,High
103059909,6,penthouse,97.0,True,4,2,Sarrià-Sant Gervasi,41.397212,2.1511684,good,True,False,0.85,73.74193548387096,28.516129032258064,366.0,172.8548387096774,3.403225806451613,183.0,2456.0,1035.0,43914.0,0.0,14818,15428,9169,8173,500000.0,Low
100915928,8,penthouse,583.0,True,3,5,Sarrià-Sant Gervasi,41.3956645,2.1356644,good,True,True,0.85,73.74193548387096,28.516129032258064,366.0,172.8548387096774,3.403225806451613,183.0,2456.0,1035.0,43914.0,0.0,14818,15428,9169,8173,4200000.0,Very High
104306409,1,flat,113.0,True,4,2,Sant Martí,41.4196078,2.204502,good,True,False,15.952380952380953,188.6904761904762,141.4047619047619,105.35714285714286,149.3095238095238,2.357142857142857,341.0,1932.0,1415.0,25524.0,0.0,8723,9922,4655,5912,368000.0,Low
104637483,1,flat,86.0,False,4,1,Sants-Montjuïc,41.3716627,2.1439212,good,True,False,9.857142857142858,153.85714285714286,111.5,228.42857142857142,165.35714285714286,2.857142857142857,399.0,841.0,539.0,8658.0,0.0,3872,3297,1459,1809,275000.0,Low
104427753,1,duplex,79.0,True,2,2,Sants-Montjuïc,41.3755536,2.1162944,newdevelopment,True,False,11.53125,159.03125,118.03125,203.6875,174.9375,2.7875,243.0,2651.0,1126.0,20283.0,0.0,8735,7929,3494,4145,312500.0,Low
85044801,1,flat,84.0,True,1,1,Eixample,41.3977965,2.1745302,good,True,False,2.1914893617021276,84.46551724137932,42.60344827586207,378.7586206896552,157.1206896551724,3.2517241379310344,419.0,3793.0,1644.0,38164.0,11.0,17237,13602,6335,6857,445000.0,Low
104625330,1,flat,57.0,False,1,1,Sarrià-Sant Gervasi,41.3964918,2.1282218,good,True,False,0.6363636363636364,66.22727272727273,25.90909090909091,343.27272727272725,157.95454545454547,3.2818181818181817,78.0,555.0,310.0,15256.0,0.0,4470,5178,3759,2792,315000.0,Low
101734146,1,flat,130.0,True,3,2,Gràcia,41.4019931,2.1541411,good,True,False,4.82089552238806,92.93055555555556,55.486111111111114,308.0138888888889,146.02777777777777,2.947222222222222,436.0,4174.0,1466.0,43866.0,14.0,20812,14862,7154,7128,650000.0,Medium
104012393,6,flat,120.0,True,3,2,Les Corts,41.3855162,2.1279435,good,True,False,3.9206349206349205,93.38571428571429,50.142857142857146,266.7857142857143,152.2,2.797142857142857,288.0,2764.0,1419.0,41441.0,0.0,14296,14814,7267,9535,690000.0,Medium
103881471,1,penthouse,45.0,True,1,1,Ciutat Vella,41.3829894,2.1760446,good,True,False,8.833333333333334,332.1111111111111,259.77777777777777,378.55555555555554,269.44444444444446,3.4555555555555557,2024.0,3090.0,6627.0,12646.0,6.0,14457,6082,2386,1468,222000.0,Low
104664364,1,flat,45.0,True,2,1,Eixample,41.3791078,2.1581662,good,True,False,7.130434782608695,137.58333333333334,82.6875,299.9375,177.27083333333334,3.0416666666666665,354.0,3051.0,2653.0,32133.0,0.0,14892,11925,5057,6317,300000.0,Low
97699054,4,penthouse,171.0,True,2,2,Ciutat Vella,41.3795061,2.1740408,good,True,False,9.214285714285714,244.35714285714286,214.3095238095238,263.54761904761904,191.52380952380952,2.9761904761904763,1990.0,3934.0,11585.0,28098.0,0.0,21356,12814,7819,3618,1500000.0,High
103702848,1,penthouse,135.0,True,3,3,Horta Guinardó,41.4274396,2.1668675,good,True,False,5.714285714285714,131.71428571428572,68.28571428571429,215.42857142857142,164.78571428571428,2.542857142857143,15.0,346.0,61.0,9184.0,0.0,2687,3396,1708,1815,669000.0,Medium
102620256,bajo,flat,60.0,True,2,1,Sarrià-Sant Gervasi,41.3942651,2.1242797,good,True,False,3.36,80.6875,39.6875,343.34375,156.9375,3.2,185.0,956.0,468.0,23175.0,0.0,6954,7978,5659,4193,298000.0,Low
98589669,1,duplex,109.0,True,4,3,Eixample,41.3870302,2.1611337,good,True,False,3.6444444444444444,103.46153846153847,50.01923076923077,389.5769230769231,184.59615384615384,3.226923076923077,395.0,4421.0,1735.0,36115.0,5.0,17480,12925,5499,6767,876414.0,Medium
104625986,3,flat,62.0,True,2,1,Sants-Montjuïc,41.3736234,2.1308148,good,False,False,11.53125,159.03125,118.03125,203.6875,174.9375,2.7875,243.0,2651.0,1126.0,20283.0,0.0,8735,7929,3494,4145,259000.0,Low
104502054,3,penthouse,61.0,True,1,1,Sants-Montjuïc,41.3730703,2.1555778,good,True,False,8.787234042553191,172.0625,128.9375,228.70833333333334,169.08333333333334,2.9791666666666665,913.0,3638.0,3798.0,30350.0,7.0,16237,12211,5575,4683,239900.0,Low
101837409,entresuelo,flat,190.0,True,5,4,Sarrià-Sant Gervasi,41.3975856,2.1445368,good,True,True,0.85,73.74193548387096,28.516129032258064,366.0,172.8548387096774,3.403225806451613,183.0,2456.0,1035.0,43914.0,0.0,14818,15428,9169,8173,760000.0,Medium
103079218,1,flat,55.0,True,1,1,Sarrià-Sant Gervasi,41.4000496,2.1464962,good,True,False,0.85,73.74193548387096,28.516129032258064,366.0,172.8548387096774,3.403225806451613,183.0,2456.0,1035.0,43914.0,0.0,14818,15428,9169,8173,375000.0,Low
102601680,chalet,chalet,175.0,True,4,3,Sant Andreu,41.436669,2.1862293,good,False,False,7.753246753246753,158.64102564102564,101.25641025641026,183.14102564102564,176.93589743589743,2.3743589743589744,616.0,2814.0,1030.0,53399.0,0.0,17112,20596,10153,9998,550000.0,Low
104388269,6,studio,22.0,True,0,1,Sants-Montjuïc,41.3722602,2.1438765,renew,True,False,8.25,158.55,107.0,250.15,173.75,3.08,287.0,1475.0,1007.0,13139.0,0.0,6336,5036,2265,2271,129000.0,Low
104450346,bajo,occupied flat,64.0,True,3,1,Horta Guinardó,41.4254018,2.1561947,renew,False,False,18.295454545454547,206.9090909090909,144.9318181818182,107.61363636363636,153.95454545454547,2.5136363636363637,391.0,3690.0,983.0,27399.0,0.0,10866,10718,5447,5432,184000.0,Low
104156774,3,flat,132.0,True,3,2,Ciutat Vella,41.3819564,2.163878,good,True,False,9.214285714285714,244.35714285714286,214.3095238095238,263.54761904761904,191.52380952380952,2.9761904761904763,1990.0,3934.0,11585.0,28098.0,0.0,21356,12814,7819,3618,725000.0,Medium
103184137,1,flat,215.0,True,4,3,Eixample,41.3917827,2.1663899,good,True,False,2.1914893617021276,84.46551724137932,42.60344827586207,378.7586206896552,157.1206896551724,3.2517241379310344,419.0,3793.0,1644.0,38164.0,11.0,17237,13602,6335,6857,1600000.0,High
104657567,3,duplex,85.0,True,1,1,Sant Martí,41.3983769,2.1938218,good,True,False,8.705882352941176,156.94444444444446,94.27777777777777,322.55555555555554,197.27777777777777,2.7666666666666666,231.0,1139.0,654.0,14305.0,0.0,6215,5087,2678,2349,320000.0,Low
104483117,3,flat,63.0,True,3,1,Horta Guinardó,41.4196312,2.1772871,renew,False,False,7.04,147.1,80.66,226.24,186.32,2.82,297.0,3489.0,825.0,32906.0,0.0,13004,12413,5934,6166,230000.0,Low
104742223,penthouse,penthouse,109.0,True,2,2,Ciutat Vella,41.3814006,2.1720404,good,True,False,8.833333333333334,332.1111111111111,259.77777777777777,378.55555555555554,269.44444444444446,3.4555555555555557,2024.0,3090.0,6627.0,12646.0,6.0,14457,6082,2386,1468,520000.0,Low
104525795,3,flat,98.0,True,3,2,Eixample,41.3992923,2.1804122,good,True,False,5.351351351351352,146.925,79.325,325.25,198.375,2.9,477.0,3960.0,2338.0,27568.0,0.0,13804,10474,4828,5237,440000.0,Low
104347348,3,flat,67.0,True,3,1,Sant Martí,41.4199829,2.2129665,good,False,False,22.03846153846154,301.84615384615387,245.92307692307693,133.65384615384616,192.8846153846154,2.6692307692307695,1431.0,2948.0,4411.0,19063.0,0.0,10935,8662,5287,2969,126500.0,Low
103806810,3,flat,125.0,True,4,2,Gràcia,41.4042604,2.1621047,good,True,False,4.395833333333333,111.5,57.8,279.24,164.82,2.676,231.0,2682.0,1155.0,31179.0,0.0,12788,11035,5053,6371,650000.0,Medium
