Price_Category,latitude,longitude
Low,41.3886064,2.1536047
Low,41.3844883,2.1394426
Medium,41.3957625,2.1654709
High,41.4000125,2.131546
Medium,41.3983663,2.1366241
Low,41.3819267,2.1331766
Low,41.4093261,2.1492093
Low,41.3795864,2.1592466
Low,41.3881262,2.1445473
Medium,41.3873545,2.1325323
Low,41.3786429,2.1348176
Medium,41.3822143,2.1596768
Medium,41.3886481,2.156403
Low,41.3905144,2.1544881
Low,41.3784183,2.133035
Medium,41.3821825,2.1472596
Medium,41.3984062,2.1563795
Very High,41.3969971,2.1640965
Low,41.3773075,2.1538553
Low,41.3985615,2.1611407
Medium,41.3870818,2.1298855
Low,41.4008252,2.1562181
Low,41.3832004,2.1436561
Very High,41.3953061,2.1482005
Medium,41.3941443,2.1537664
Low,41.3987408,2.1471042
High,41.3966486,2.1661656
Low,41.3832004,2.1436561
Low,41.389151,2.137666
Medium,41.4025633,2.146996
Low,41.3874764,2.1444524
Medium,41.3895553,2.127846
Medium,41.4022588,2.1467338
Low,41.4014939,2.1650628
Medium,41.3794107,2.1524253
Low,41.4031984,2.1404513
Low,41.3783231,2.1486812
Low,41.4082893,2.1501398
High,41.3983405,2.1381433
Medium,41.4015273,2.146682
High,41.3925978,2.1588577
Medium,41.4045271,2.1367543
Medium,41.4015887,2.1646009
Low,41.3961035,2.1580414
High,41.3893478,2.1209755
Low,41.3903158,2.1563631
Low,41.377015,2.1514784
Medium,41.3966711,2.1664091
Medium,41.3911722,2.1249467
Medium,41.3999543,2.1449549
Low,41.3986474,2.1501269
Low,41.3755918,2.1359019
Low,41.3826446,2.1575719
Medium,41.3916322,2.1396165
Medium,41.3872069,2.1435759
Low,41.3807284,2.1580477
Medium,41.3962382,2.122915
Low,41.3826446,2.1575719
Low,41.3826446,2.1575719
Low,41.3749009,2.1430608
Medium,41.3874863,2.1645348
Medium,41.394977,2.1468255
Low,41.3767784,2.136406
Low,41.3769293,2.1322816
High,41.3899485,2.1668305
Low,41.4061952,2.1472624
Low,41.408548,2.144533
Medium,41.3975428,2.149272
Low,41.3765509,2.1332325
Low,41.3788906,2.1512883
Low,41.3826446,2.1575719
Low,41.4020787,2.1633023
Low,41.3826446,2.1575719
Low,41.3826446,2.1575719
Medium,41.382602,2.1614847
Medium,41.401995,2.1377667
High,41.3937164,2.1595147
Medium,41.3891506,2.1657837
Low,41.3861467,2.1602287
High,41.3928242,2.1252339
Medium,41.382602,2.1614847
Low,41.3820476,2.1385014
High,41.3891506,2.1657837
Medium,41.3988148,2.1558911
High,41.3891506,2.1657837
Low,41.4056221,2.1589337
Medium,41.382602,2.1614847
Medium,41.3891506,2.1657837
Medium,41.3873012,2.1643501
High,41.3891506,2.1657837
High,41.3891506,2.1657837
High,41.3891506,2.1657837
Medium,41.3937164,2.1595147
Medium,41.382602,2.1614847
Medium,41.3787065,2.1555907
Medium,41.3972879,2.1552547
High,41.3937164,2.1595147
High,41.3891506,2.1657837
High,41.3891506,2.1657837
Low,41.4020964,2.1461529
Medium,41.382602,2.1614847
High,41.3891506,2.1657837
Medium,41.3891506,2.1657837
Low,41.4076624,2.1354
Low,41.3999407,2.1506548
Low,41.3898609,2.1429849
High,41.3934071,2.1576484
High,41.3934713,2.1598265
Medium,41.3915058,2.1554805
Low,41.4050839,2.1557146
High,41.3891506,2.1657837
Low,41.3790941,2.1470022
Medium,41.397324,2.1262159
Medium,41.3765248,2.1555806
High,41.3891506,2.1657837
High,41.3891506,2.1657837
Medium,41.3891506,2.1657837
Low,41.3955525,2.1245765
Low,41.3993771,2.1445066
Very High,41.3952869,2.1344035
High,41.3945698,2.1581092
Medium,41.3947186,2.1552118
Low,41.4030243,2.1598448
Medium,41.3963577,2.1311289
Medium,41.395989,2.1611839
Very High,41.3941215,2.1395158
Medium,41.4009369,2.1431998
Medium,41.3896332,2.1244706
High,41.3908973,2.1233729
Medium,41.3925978,2.1588577
Medium,41.4007866,2.1434321
Low,41.4090913,2.1495201
Medium,41.3919463,2.158671
Medium,41.3850917,2.1460247
Medium,41.3991501,2.1340023
Medium,41.3800062,2.1593854
Medium,41.3767794,2.1529948
Low,41.399197,2.1560816
Medium,41.4027935,2.1437776
Low,41.4069954,2.155564
Medium,41.3929159,2.1674731
Low,41.3806289,2.1547678
Medium,41.389204,2.1457881
Medium,41.4013516,2.1628931
Low,41.400439,2.1432601
High,41.4059897,2.1379889
Low,41.3812001,2.1535674
Low,41.4033363,2.1460809
Medium,41.3988145,2.1269939
Medium,41.3925422,2.1555002
Low,41.3895767,2.1242357
Low,41.3801317,2.131648
Medium,41.3906294,2.1553763
High,41.3989716,2.1578667
Low,41.3972668,2.149048
Low,41.3895315,2.1432514
Low,41.3783811,2.1430564
Low,41.3931496,2.1585663
Low,41.4043517,2.1602041
High,41.4039964,2.1413843
Medium,41.3993628,2.1513639
Low,41.3759352,2.1368581
Medium,41.3896951,2.1235941
Low,41.4059714,2.1581809
Low,41.3853274,2.1557729
Low,41.3896671,2.1452709
Low,41.388975,2.1554973
Medium,41.393716,2.1594981
High,41.3939325,2.1659214
Medium,41.3807969,2.1586072
Medium,41.3841827,2.1630672
Low,41.3802506,2.1492434
Medium,41.4007277,2.1464701
Low,41.3823018,2.1572089
Low,41.3936361,2.1593665
Low,41.3912938,2.1263732
Medium,41.4067256,2.1382586
Medium,41.3852865,2.1590686
Medium,41.3950398,2.1671881
Low,41.4058689,2.1408482
Low,41.3838918,2.1529809
Medium,41.399752,2.1452419
Medium,41.3959471,2.147713
Medium,41.4083935,2.1503199
Medium,41.3987897,2.1496676
Medium,41.4047584,2.1389854
Medium,41.4072644,2.1510508
Very High,41.3948598,2.1349969
High,41.4061497,2.1351844
Low,41.4083935,2.1503199
Low,41.3961961,2.1492667
Low,41.3913412,2.1488205
Medium,41.4084074,2.150252
Low,41.3845873,2.1610076
Low,41.3845129,2.1260508
Medium,41.4083935,2.1503199
Low,41.3827242,2.1348405
Low,41.376646,2.1436404
Low,41.3823754,2.1339434
Low,41.3796998,2.1492896
Medium,41.3919016,2.1436817
Low,41.3812478,2.1533487
Low,41.4014441,2.1492688
Low,41.3902426,2.1459034
Medium,41.4012203,2.1479485
Low,41.39133,2.1569382
Low,41.4008108,2.1609085
Low,41.3825935,2.1613693
Medium,41.3871115,2.1448835
Low,41.4028621,2.1514539
Medium,41.3811462,2.1595787
Low,41.4083935,2.1503199
Low,41.4040654,2.1584396
Medium,41.3910595,2.1458638
Medium,41.3834658,2.1609471
Medium,41.4029049,2.130324
Low,41.3822227,2.1574619
Medium,41.3872426,2.1635603
Medium,41.3862564,2.1609748
Medium,41.3915859,2.1535604
Low,41.3826572,2.151768
High,41.3880494,2.1251753
Medium,41.3816545,2.159376
Medium,41.4039148,2.1433681
Medium,41.4004403,2.1304682
Low,41.3825312,2.150618
Low,41.4005682,2.1614589
Medium,41.4040448,2.1447966
Low,41.3920971,2.1541949
Low,41.4056846,2.1554619
Low,41.3852002,2.1475602
Low,41.3889807,2.1541573
Medium,41.3909474,2.1589646
Medium,41.4065746,2.1466147
Low,41.3873119,2.1446095
Low,41.4009716,2.1387117
Low,41.4046612,2.1564816
Medium,41.4065746,2.1466147
Low,41.3893776,2.1473439
Medium,41.3954238,2.1402168
High,41.4029276,2.1393337
Medium,41.4065746,2.1466147
Medium,41.378973,2.1594831
High,41.4065746,2.1466147
Low,41.3837369,2.1417055
Medium,41.3943666,2.1398932
Medium,41.393971,2.1397334
Low,41.388304,2.155484
Medium,41.3977861,2.1603709
Low,41.3790203,2.1522729
Low,41.3811289,2.1468815
Medium,41.4006925,2.1494795
Low,41.4096103,2.1490092
Low,41.3811891,2.153763
Low,41.4071037,2.1514065
Low,41.3849692,2.1517481
Low,41.4052562,2.1328081
Low,41.3952702,2.1521056
Low,41.403064,2.1361652
Low,41.4001094,2.156934
Medium,41.3932044,2.1279634
Low,41.3809587,2.1517099
Low,41.3887569,2.1546837
Medium,41.4030071,2.1397279
Medium,41.3984524,2.150777
Medium,41.3851653,2.1615925
Low,41.4012893,2.1545991
High,41.3993273,2.1592941
Low,41.3811251,2.1537111
Low,41.3877969,2.1533781
Low,41.3976789,2.1659706
Medium,41.400509,2.1649108
Low,41.3864975,2.1510354
Medium,41.3854237,2.1587625
Low,41.4013339,2.1532959
Medium,41.3888727,2.1634165
Low,41.3844841,2.1262109
Medium,41.3909689,2.1385358
Low,41.4053938,2.1606615
Medium,41.3837121,2.1614211
Low,41.4009965,2.1351792
Low,41.3910956,2.1569311
Low,41.3875004,2.1505526
Low,41.4012421,2.1469199
Medium,41.403935,2.1604585
Low,41.3959634,2.1271626
Medium,41.4019371,2.1498479
Low,41.3777742,2.1549159
Low,41.4039984,2.1475801
Low,41.4017259,2.1357872
Low,41.3861345,2.1455902
Medium,41.4086629,2.1383452
Medium,41.394484,2.1477494
Medium,41.3972245,2.1449758
Low,41.3911178,2.156236
Medium,41.3833872,2.1373594
Low,41.4042112,2.1448475
Medium,41.3970955,2.1297499
Medium,41.4063446,2.1430518
Low,41.4001899,2.1373557
Low,41.3836607,2.1491169
Low,41.3931226,2.1496641
Low,41.3905297,2.1575983
Medium,41.3818112,2.1404929
Medium,41.3977706,2.1554819
Medium,41.405586,2.1374601
Medium,41.386048,2.1548733
Very High,41.3950647,2.1368958
Low,41.4067663,2.1415036
Low,41.4065061,2.1561452
Medium,41.3870351,2.1598957
Medium,41.4008199,2.1617739
Low,41.4042137,2.1458324
Medium,41.3983451,2.149682
Medium,41.3921346,2.1400371
Medium,41.3887672,2.1545767
Medium,41.3840474,2.1562795
Medium,41.390152,2.1671059
Low,41.3874674,2.1545833
Medium,41.3934713,2.1598265
Low,41.4022305,2.1539644
Medium,41.394612,2.1336979
Low,41.3860387,2.1623301
Low,41.4088541,2.1501355
Medium,41.398152,2.1465419
High,41.3919395,2.1678389
Medium,41.3965332,2.126528
High,41.3961502,2.1279397
Medium,41.3991124,2.1452884
High,41.3919395,2.1678389
Medium,41.3984575,2.1415237
Medium,41.3864629,2.1663276
Low,41.379193,2.1545987
High,41.3934713,2.1598265
Medium,41.3985535,2.16315
High,41.3972283,2.154716
Low,41.3814555,2.1599765
Low,41.3829372,2.1642531
Low,41.4014708,2.1367975
Low,41.4052131,2.1475128
High,41.396445,2.1421803
Medium,41.4001479,2.1439614
Low,41.4029599,2.1626265
Medium,41.4000244,2.1399133
Medium,41.3860657,2.1619543
Medium,41.4000244,2.1399133
Medium,41.4000244,2.1399133
High,41.3932533,2.1652372
Low,41.4086089,2.1479732
Low,41.3827686,2.1457412
Very High,41.3930562,2.1663158
High,41.3932438,2.1613168
High,41.4000244,2.1399133
Medium,41.3832657,2.1492013
Medium,41.4003721,2.1461579
Low,41.3836046,2.1605857
Medium,41.4058323,2.1495038
Medium,41.4085323,2.1500038
Low,41.3858766,2.1425813
Low,41.3925855,2.1250879
Low,41.3964918,2.1282218
Medium,41.4000442,2.1348247
Medium,41.3862831,2.1660774
High,41.4000244,2.1399133
Low,41.3803946,2.1352354
Low,41.388633,2.1551552
High,41.3932274,2.1225191
Medium,41.403796,2.1386126
Medium,41.3952814,2.1361199
Low,41.3962989,2.1509006
High,41.4000446,2.1446393
Medium,41.3766728,2.1509497
Medium,41.3989893,2.1461576
Low,41.3999985,2.1542915
Low,41.3812761,2.1281028
Medium,41.3919537,2.1521433
Low,41.4032201,2.1477029
Low,41.3759423,2.1439124
High,41.3916043,2.1216347
High,41.3940052,2.1681041
Low,41.3795191,2.1447775
High,41.3883097,2.1616481
Medium,41.3897246,2.126502
Medium,41.4058252,2.1464703
Low,41.4034404,2.1577588
Medium,41.3842807,2.1577982
Very High,41.3967261,2.1666027
Low,41.3975797,2.1607919
Low,41.3844801,2.1445832
Low,41.3820636,2.1452588
Low,41.3784162,2.1588092
Low,41.3891234,2.1547887
Medium,41.3867862,2.1619186
Low,41.3808023,2.1626182
Medium,41.3880962,2.160813
Low,41.3997716,2.1541191
Low,41.3747361,2.1443822
Low,41.3854234,2.1517023
Medium,41.388322,2.1526206
Medium,41.382602,2.1614847
Low,41.3866466,2.1376415
Medium,41.3968061,2.1360421
High,41.391375,2.1644294
High,41.3957044,2.1533238
Low,41.4032879,2.1344145
High,41.3970519,2.1528099
Low,41.4056725,2.1599206
High,41.3917866,2.1608042
Low,41.3838369,2.1393138
Medium,41.3889908,2.1269612
Low,41.376662,2.1458266
Medium,41.384774,2.1544116
Low,41.4024383,2.1557199
High,41.3921219,2.1605689
Low,41.3760029,2.1429106
Low,41.4024536,2.1361757
Low,41.3844795,2.1472436
Medium,41.382602,2.1614847
High,41.3930894,2.136445
Medium,41.3921219,2.1605689
Low,41.3790682,2.1592674
Medium,41.3921219,2.1605689
Medium,41.3878741,2.15953
Medium,41.3803582,2.1508219
Medium,41.3974375,2.1568761
Medium,41.3848981,2.1592586
Medium,41.3848981,2.1592586
Medium,41.3886452,2.1657049
Low,41.3930674,2.1539747
High,41.3932599,2.1237336
Medium,41.3871435,2.1606651
Low,41.3917863,2.1436473
Medium,41.4095334,2.1392917
Medium,41.393464,2.1261726
Medium,41.400346,2.1489743
Medium,41.3973408,2.1551535
High,41.3922943,2.1205665
Low,41.3860165,2.163139
Low,41.3783957,2.1528992
Medium,41.4021909,2.1469781
Medium,41.394262,2.1290217
Medium,41.3969448,2.1513159
Low,41.4063904,2.136054
Low,41.4027524,2.1599538
Medium,41.3924624,2.1516618
Medium,41.4031331,2.1354306
High,41.3848981,2.1592586
High,41.38972,2.1218607
High,41.4047042,2.1270999
Medium,41.3935839,2.1555593
Low,41.3894067,2.1441522
Medium,41.4017014,2.1461763
Medium,41.4006001,2.1538565
High,41.3920337,2.1682986
Medium,41.4034943,2.1376641
Low,41.3905674,2.1548046
Medium,41.3793629,2.1463348
Medium,41.4032404,2.1367331
High,41.3848981,2.1592586
Medium,41.4064336,2.1367222
Low,41.3746965,2.1417258
High,41.3920337,2.1682986
Low,41.3930348,2.1646131
Low,41.397212,2.1511684
High,41.399158,2.1352733
Medium,41.4008807,2.1490063
Low,41.3905328,2.1529663
Medium,41.3846291,2.1573962
Low,41.3879892,2.1421044
Low,41.4014708,2.1367975
Medium,41.4016324,2.1493301
High,41.3866959,2.1664005
Medium,41.3978224,2.1669918
High,41.3976194,2.1639663
High,41.3949031,2.1675219
Medium,41.3871453,2.1625122
Low,41.3826633,2.1292344
Low,41.4008085,2.1519038
Low,41.3748351,2.1398478
Medium,41.3819564,2.163878
Low,41.4020885,2.1360103
High,41.4044807,2.1345697
Medium,41.3925619,2.1432558
Medium,41.3936024,2.1654072
Low,41.4025392,2.1393286
Medium,41.3920337,2.1682986
Medium,41.4031547,2.1388361
Low,41.4035049,2.1481706
Medium,41.3903455,2.1676122
Low,41.4027757,2.1394979
Medium,41.3875273,2.1650571
Low,41.3786216,2.1437787
Medium,41.4041966,2.1361676
Low,41.3749616,2.1415159
Low,41.4019649,2.1569998
High,41.4049497,2.1368844
Low,41.3900349,2.1569387
Very High,41.3958084,2.1386764
Low,41.4008832,2.1625838
Medium,41.3861944,2.1440768
Low,41.3905966,2.1430838
Medium,41.4024548,2.1487751
Very High,41.3914855,2.1682607
Low,41.4084248,2.1489374
Low,41.4007688,2.1490433
Medium,41.393166,2.1592825
Medium,41.4027265,2.1356145
High,41.3906686,2.1221109
Low,41.3994325,2.1519039
Medium,41.4004844,2.147447
Medium,41.3907252,2.1615996
High,41.3987502,2.1316312
Very High,41.393452,2.1370478
Medium,41.381733,2.1574743
Low,41.3923587,2.1682638
Medium,41.3943198,2.1597678
Low,41.3998613,2.1539735
Medium,41.3957671,2.1498005
Medium,41.4084074,2.150252
Low,41.3767699,2.1446174
Low,41.4051122,2.1371304
Low,41.401972,2.1462877
High,41.3912103,2.1681312
Low,41.3830749,2.142127
Medium,41.3960815,2.1462453
Medium,41.3928374,2.1287859
Low,41.3818398,2.147015
Low,41.3876948,2.1525798
Medium,41.3838034,2.1630369
Very High,41.3925377,2.1660226
Medium,41.4066069,2.1360005
Low,41.3827399,2.1637348
High,41.3980936,2.1303908
Medium,41.4025357,2.1397164
Low,41.4022171,2.1349073
Medium,41.3824349,2.1620687
Very High,41.3923946,2.1672847
Low,41.3893461,2.1523248
Medium,41.3992322,2.1458743
High,41.3919319,2.1675897
Low,41.3942651,2.1242797
Low,41.3873978,2.1464867
High,41.3970918,2.149846
Low,41.3883905,2.1562088
Low,41.4006619,2.1650503
Low,41.3800448,2.139115
High,41.3923709,2.1663191
Low,41.3752287,2.1449086
Very High,41.3943016,2.1398532
Low,41.3870111,2.1483378
Low,41.4027603,2.1354945
Medium,41.3963603,2.1395227
Low,41.3838041,2.1383351
Low,41.3832247,2.16259
High,41.3990156,2.1423464
Low,41.3978684,2.1633524
Medium,41.3885781,2.1472376
Low,41.3812229,2.1348418
Low,41.3896176,2.146411
Medium,41.3901473,2.1262341
Medium,41.3999214,2.1458487
High,41.3934071,2.1576484
Low,41.4061971,2.1494144
Low,41.3754917,2.146507
Medium,41.4074972,2.1485521
Low,41.3954891,2.1280523
Low,41.3968268,2.1340479
Medium,41.3841361,2.1457727
Medium,41.3900731,2.1297567
High,41.3934071,2.1576484
Medium,41.407481,2.1518768
Medium,41.4074094,2.1543618
Low,41.3787157,2.1478459
Low,41.3941178,2.1266766
Low,41.4016188,2.1631549
High,41.3934071,2.1576484
Low,41.3807075,2.1314605
Medium,41.382602,2.1614847
Medium,41.3914631,2.1556723
Low,41.4065902,2.1381287
Low,41.3758397,2.13867
Low,41.4036427,2.154866
Low,41.3800189,2.142708
High,41.3934071,2.1576484
Low,41.4036427,2.154866
Medium,41.4074972,2.1485521
High,41.3934071,2.1576484
Low,41.4089926,2.1500792
Medium,41.3891308,2.1568754
Low,41.3989358,2.1665694
Low,41.3872374,2.1665248
High,41.3841338,2.1481782
Low,41.3875208,2.1527377
Low,41.4013816,2.1348124
Low,41.3921082,2.1265318
Low,41.3950082,2.1636675
Medium,41.4015211,2.1354585
Very High,41.3962268,2.1375239
High,41.3922733,2.1253006
Low,41.3788393,2.1463464
Medium,41.3982046,2.1277521
Low,41.386541,2.1453691
Low,41.3920621,2.1269802
Low,41.3990584,2.1592704
Medium,41.3977213,2.1547597
Medium,41.390817,2.1624802
High,41.3921687,2.1451501
Medium,41.3898252,2.1255449
Low,41.3843162,2.1455766
Low,41.3868951,2.139782
Medium,41.3899492,2.1440069
Low,41.3890102,2.15618
Low,41.3770869,2.1539865
Low,41.3846197,2.1433889
Low,41.3966695,2.1448657
Low,41.3983698,2.1546504
Medium,41.3973505,2.1615205
High,41.3945509,2.1407144
Low,41.3834306,2.127031
Low,41.3998756,2.1367314
Low,41.407,2.1367266
Low,41.3813571,2.1395193
Medium,41.3916966,2.1661883
Medium,41.3854937,2.1639596
High,41.395993,2.1386189
Medium,41.3846196,2.1578057
Very High,41.3970276,2.1501867
Low,41.38386,2.1417
Low,41.3995967,2.1384624
Low,41.3974887,2.148827
High,41.3916853,2.1212337
Medium,41.3964608,2.1573024
Low,41.3851119,2.1482095
Medium,41.4022241,2.1430061
Low,41.3820738,2.151032
Low,41.382153,2.1358101
Low,41.4022614,2.1544705
High,41.40426,2.1380857
Low,41.4015968,2.1564412
Medium,41.3971538,2.1449679
High,41.4020515,2.128362
Low,41.3853182,2.1569367
Low,41.3837921,2.143656
Low,41.3872956,2.1664504
Medium,41.3969849,2.1428353
Medium,41.3885511,2.1340952
Low,41.3892656,2.123851
Low,41.3883744,2.1424043
Low,41.3807309,2.1331044
Medium,41.3900841,2.1240966
Medium,41.3922981,2.1268512
Low,41.3961735,2.1480173
Medium,41.3944244,2.1542609
High,41.3885586,2.1634963
Low,41.3832598,2.1447238
Low,41.403456,2.1350689
High,41.3925522,2.1419303
Medium,41.3813809,2.1528176
Medium,41.3835265,2.1611131
Medium,41.3919179,2.1278026
Medium,41.4040861,2.1594502
Medium,41.4005443,2.1648484
Medium,41.4082751,2.1361113
Low,41.3883944,2.156923
Medium,41.4021132,2.1474288
Medium,41.3822223,2.149762
Medium,41.4033005,2.1489668
Low,41.3792622,2.1586845
Medium,41.3922765,2.147577
Medium,41.3916635,2.1288325
Medium,41.3846414,2.1502331
Medium,41.4002731,2.1484586
Medium,41.3909938,2.1660731
High,41.3967309,2.1278782
Low,41.3757935,2.1426557
Low,41.3812022,2.1353714
Medium,41.4039665,2.1438965
Low,41.387304,2.1453123
Low,41.3962957,2.1420595
Medium,41.3862692,2.122956
Low,41.3800263,2.1538348
Low,41.3896718,2.1440631
Low,41.3756401,2.1389531
Medium,41.3958757,2.1392392
Medium,41.3954923,2.149074
Low,41.4069907,2.1455427
Low,41.3975937,2.1327657
Medium,41.3799019,2.1488385
Medium,41.3956409,2.1219867
Low,41.3776544,2.136101
Low,41.3997645,2.1492283
Low,41.3764575,2.1474895
Medium,41.3970496,2.1425486
Low,41.4007452,2.1586737
High,41.3967442,2.1410483
Low,41.3864811,2.1598203
Low,41.3997023,2.1379429
Low,41.37516,2.1398097
Low,41.3826492,2.1640015
Low,41.4064564,2.1575608
Low,41.4057424,2.15802
Medium,41.3989631,2.1237887
Low,41.376676,2.1533581
Low,41.3799092,2.1362841
Low,41.3903389,2.1565955
Low,41.3811799,2.1381378
Low,41.3854717,2.1484815
Low,41.3781495,2.1314942
Medium,41.3954454,2.1465653
Medium,41.3993068,2.1548728
High,41.3924849,2.1225951
Low,41.3744495,2.143358
Medium,41.3974923,2.15453
High,41.393493,2.1231642
Low,41.3783055,2.1562831
High,41.3911031,2.1403304
Low,41.3885969,2.1444804
Low,41.3788351,2.1579069
Medium,41.4031214,2.1387521
Low,41.3862594,2.1512977
High,41.3935434,2.1248777
High,41.3988567,2.1289187
Low,41.39188,2.1246481
Medium,41.3860471,2.1371359
Low,41.3970851,2.1675458
Low,41.3801272,2.1539984
Low,41.3826742,2.1433905
Low,41.395523,2.1574968
Medium,41.3913464,2.1277922
Low,41.3834059,2.1513745
Low,41.4025248,2.1411405
Low,41.4060445,2.144865
Low,41.3818108,2.1529862
Medium,41.3915717,2.126343
Low,41.391249,2.1552449
Low,41.3985002,2.1559123
Low,41.3993946,2.1412991
Low,41.3905893,2.1487388
Medium,41.3966027,2.1452438
Medium,41.3950574,2.1221579
Low,41.3860399,2.1546077
Medium,41.3922333,2.1429406
Medium,41.4086611,2.1504891
Low,41.3879544,2.1437237
High,41.3991853,2.1424263
Medium,41.3893176,2.1257411
Low,41.3905159,2.15575
Medium,41.4031999,2.1484975
Medium,41.3990383,2.1399373
High,41.3953859,2.1539645
Low,41.3864514,2.1547657
Medium,41.3912293,2.1572716
Low,41.3812518,2.1508474
Medium,41.3956846,2.1661423
Medium,41.3999849,2.1458593
High,41.4021439,2.1295326
Medium,41.3905799,2.1382554
Medium,41.3924256,2.1229985
High,41.4007864,2.1405791
High,41.3980077,2.1335259
Low,41.3890053,2.1563537
Low,41.4102093,2.1458283
Medium,41.3830104,2.1494633
High,41.3951356,2.1612434
Medium,41.3879579,2.164031
Low,41.3862606,2.1544211
High,41.3943702,2.132653
Low,41.4029803,2.1535252
Medium,41.4024108,2.1393991
Low,41.378758,2.1601195
Low,41.4012834,2.1589566
Medium,41.3825257,2.1592706
Low,41.3851396,2.1370846
High,41.3945311,2.1419912
Low,41.4035873,2.1564755
Low,41.4005272,2.1360613
Medium,41.4009462,2.1591629
Medium,41.3801694,2.1527489
Low,41.404011,2.1573791
Medium,41.3966463,2.1371597
High,41.392277,2.1328453
Medium,41.3928467,2.1668704
Low,41.3922543,2.156279
High,41.3953344,2.13725
High,41.3978011,2.1388318
Medium,41.3976921,2.1457005
High,41.3943917,2.1404783
Medium,41.3803486,2.1538304
Low,41.4016146,2.1361118
Medium,41.3884135,2.1621621
Low,41.3886316,2.1422846
Medium,41.3975727,2.1652543
Low,41.4044779,2.1444467
Medium,41.3760635,2.1423408
Low,41.3834061,2.1562153
High,41.401064,2.1329398
High,41.3945948,2.1598841
Low,41.3859119,2.1466095
Low,41.3882766,2.1414133
Medium,41.4039238,2.1356765
Low,41.4031872,2.1356396
Low,41.4045354,2.1610219
Low,41.4030168,2.1623496
Low,41.3789036,2.1567
Low,41.3822797,2.1637081
Low,41.3769926,2.1501812
Low,41.3795893,2.1603017
Low,41.3830079,2.150172
Low,41.3980431,2.1633903
Medium,41.395034,2.1386905
Low,41.3771175,2.1512352
Low,41.3831827,2.1501337
Low,41.4089938,2.1502378
Medium,41.3836434,2.1488468
High,41.4008709,2.1419005
Medium,41.3860483,2.1465879
Medium,41.4039135,2.1475781
Low,41.3977054,2.1666771
Medium,41.3947547,2.1583371
High,41.3990919,2.1366317
High,41.3970676,2.1292824
High,41.3974108,2.1430599
Low,41.3988879,2.1432155
Medium,41.3992619,2.1558173
Low,41.3834059,2.1513745
Low,41.3773529,2.1565921
High,41.3978965,2.1380367
Low,41.3775188,2.1477061
Low,41.4040269,2.1449056
Low,41.3788024,2.1600468
High,41.3935613,2.1326835
Medium,41.4065491,2.1436173
Medium,41.3933746,2.145589
Low,41.3770448,2.1444778
Medium,41.3875552,2.1618679
Low,41.3798414,2.1599706
High,41.3991876,2.1302398
Low,41.374554,2.1445561
Low,41.3842506,2.1471368
Low,41.384822,2.1313281
Low,41.3764081,2.1407433
Medium,41.3922219,2.1663831
Low,41.4025192,2.1612632
Low,41.3867322,2.1651397
Low,41.3827977,2.1529514
Medium,41.3877433,2.1626518
High,41.4000297,2.1378238
Low,41.3834626,2.1651502
Low,41.3879095,2.1452158
Low,41.3818108,2.1529862
Medium,41.4039426,2.1346196
Low,41.4081405,2.1471647
Low,41.3818108,2.1529862
Medium,41.3781948,2.1532049
Low,41.3850005,2.1545853
Low,41.3996669,2.1541947
Low,41.4064433,2.1539508
Low,41.3769683,2.1543536
Low,41.3927567,2.1451419
Low,41.3938796,2.1634991
Medium,41.3878305,2.1332402
Low,41.4012623,2.1537776
Medium,41.4098799,2.1484462
Medium,41.3913113,2.1407086
Low,41.3849855,2.1379465
Low,41.3872711,2.1452825
Low,41.3996691,2.1574547
Low,41.3815674,2.1501086
Low,41.3776023,2.1533892
Low,41.3917327,2.1448942
High,41.3917322,2.1406489
Medium,41.4014131,2.1466054
Medium,41.3953397,2.1286402
Low,41.3988172,2.1590434
Low,41.3869669,2.14501
Medium,41.4061948,2.1365719
Low,41.3869071,2.1383566
Low,41.4090737,2.1499868
Low,41.3848981,2.1592586
Medium,41.4042959,2.1420782
Low,41.3879523,2.1654791
High,41.3999964,2.1354925
Medium,41.3848981,2.1592586
Low,41.4093362,2.1487275
Low,41.3863497,2.1499695
Low,41.3913929,2.1422849
Medium,41.4067057,2.1385666
Medium,41.4029995,2.1476374
Medium,41.3848981,2.1592586
Medium,41.3889865,2.1561128
High,41.3931716,2.1540479
Low,41.387302,2.1666628
Low,41.3891564,2.1679732
Medium,41.3890239,2.1607041
Low,41.3818565,2.1427433
Medium,41.401838,2.1488549
Low,41.4034525,2.1353437
Medium,41.3934071,2.1576484
Low,41.3913478,2.1528496
Low,41.3813961,2.1339711
Medium,41.3934071,2.1576484
Very High,41.3943516,2.1607951
Medium,41.3786376,2.1482968
Low,41.4001477,2.160832
Medium,41.3941812,2.1594038
Low,41.3871772,2.1460761
Low,41.3986648,2.1303976
Medium,41.3943034,2.153105
Medium,41.3974125,2.1411487
Very High,41.3940491,2.1380762
Low,41.3795917,2.1575266
Very High,41.395371,2.1407289
Very High,41.3920858,2.1648364
Low,41.3815919,2.1548271
Low,41.3978398,2.1551572
Medium,41.3932881,2.1430627
Low,41.4077643,2.1515175
High,41.3958514,2.1601873
Low,41.3986236,2.148624
High,41.4005105,2.1279385
Low,41.3844837,2.1583839
Medium,41.3773483,2.1532584
Medium,41.3920193,2.1577395
Low,41.3790721,2.1589133
Medium,41.4003087,2.1397487
Low,41.3803835,2.1386418
Low,41.3985902,2.1223173
